Gold	Predictions	Probabilities
east asia	[10]	[0.7838018536567688]	ldFTh2JL6JuSi2ducPijIQ
asia	[12]	[0.9955635070800781]	cKI30axZHCW_FKqHv9bFPQ
east asia	[12]	[1.0]	-SJBZvP8IWHaaeTUfK5-AQ
asia	[12]	[0.9999654293060303]	_xwfr30MWjThiL_vOLHx6g
east asia	[10]	[0.9999481439590454]	64zuVWqnG_1zsXO1-YJWfg
east asia	[12]	[0.9999995231628418]	n_p89Z1zYkj89osi9P8iJw
east asia	[10]	[1.0]	Vr9_M_6lCFnu-SYv0k7uGg
east asia	[10]	[0.9983733892440796]	_8_dhB3S1ABYAIgYlifAHQ
asia	[10]	[0.9892252087593079]	YyPQtbzAYly-KmZvtPm1Sw
east asia	[10]	[1.0]	lrL5G_Ld0q4NAFM5EOa5_Q
east asia	[10]	[0.9999986886978149]	8r3DC-_QMzGouee_idV45Q
east asia	[10]	[0.9955052137374878]	AEWbs4Gzi4dyeBAXusqB8w
east asia	[12]	[0.7555481195449829]	iZF7l8FtE3mSnaJqDTkUwA
east asia	[10]	[0.9998989105224609]	sITN2-72XRct44tp4FlkRw
east asia	[10]	[0.8871679902076721]	wdeDbm803SxgPloqTdxmxQ
east asia	[10]	[0.999721109867096]	4PEh9RLnFyHJC0gXnP2lCg
east asia	[10]	[0.9993196725845337]	79SVrAzT5ItV6GX6ILTXOA
east asia	[9]	[0.7822514772415161]	rigPstsIjTiQ4MyajU4e-w
east asia	[12]	[1.0]	mSeiqsN0UN9yNS_E_E6-jA
east asia	[12]	[1.0]	EYV2BwydqOkZj-f50H1jAA
east asia	[12]	[0.9999092817306519]	wi4AVt6ooXkFWIn0G0wbfA
east asia	[10]	[0.9996482133865356]	TmKK5IJYDvFJTLyAHzymEQ
east asia	[10]	[1.0]	DSSddYoweTScJIMC4x-mhg
asia	[12]	[0.9999996423721313]	gFDWIasIEXzotHEOO1bRPw
east asia	[10]	[0.6006952524185181]	B-CSTOwbn6q_3e-VBxcfRA
east asia	[12]	[0.9999973773956299]	4thu3csZHcrP6HDyAWt1EA
east asia	[12]	[1.0]	kTHKZkW6O51FjcGcg8rmjA
east asia	[10]	[1.0]	DrBWTk6DdBFcbf1HvkNo4Q
east asia	[10]	[0.566917896270752]	nl3C4WHCXVVC--fd_DM3Xw
east asia	[10]	[0.999829888343811]	AWRnp1lRdilVttNT5YeNQw
east asia	[9]	[0.9898772835731506]	rtjC9jOrJRWrDarFAV1IXQ
east asia	[10]	[0.9999998807907104]	qrNDD2cDp5xish-wf2617A
east asia	[12]	[1.0]	oI-bFPMQFB1Zx5TuzthVQw
latin america	[10]	[1.0]	6iKZEnd3PQAVSfivkMe9wQ
asia	[12]	[1.0]	eciTNgy7XEXUVHb93huiuA
east asia	[10]	[0.9453520774841309]	HCiaFZVu92dwedeL7S0BGw
east asia	[10]	[1.0]	0Tt0Cxl5MI6js7ilQhMiRQ
asia	[12]	[0.9999971389770508]	W595PBM9RvM6F9FvRROjHg
east asia	[12]	[1.0]	DEN_lH6wkAY0x-ynZ8ZhdA
east asia	[6]	[0.9999983310699463]	0Xnzf9fBIYSkhFOJeCy_nQ
east asia	[12]	[0.9999901056289673]	3MGe2pAzGnNuPEriPGR5Nw
asia	[10]	[0.999997615814209]	Y4MN_ehx01j0w8GXzWCjmQ
east asia	[10]	[0.9740427136421204]	-Nj6P8fYXRqtZDYPliTRVg
asia	[10]	[0.9999920129776001]	zjp0ffW_8Zl_Lu88VRALcw
east asia	[12]	[0.9999974966049194]	h0-hNgIsrqHBqTE7jYPa6Q
east asia	[10]	[0.9986005425453186]	f8JrH4yxQhxrDzuVjnqcSQ
east asia	[12]	[0.9999997615814209]	liR2GPt5xFY2K1ejSCAoGg
east asia	[10]	[1.0]	XT73s20AG7GsPeSWDNIWqQ
east asia	[10]	[1.0]	5r20eO7kxPoq9WCHjw0yCQ
east asia	[10]	[1.0]	lfRDF8hoV-NbtwXz4nJuBA
east asia	[10]	[1.0]	az6ih5JgrgHmw4nT7KtU3g
east asia	[12]	[0.9999995231628418]	24C4epcJKNtUAYy9zXfD8g
east asia	[12]	[0.9999902248382568]	X1jcoqTc_a7jUqJFLgbr_w
east asia	[10]	[0.9995957016944885]	jnQ1q_EG6ut9xgbSpptNgQ
asia	[7]	[0.9976772665977478]	8eWVz8JlOun5bNi7DeE8AQ
latin america	[7]	[0.9989483952522278]	kqhpGK7CIwtOKMA5fzA-FQ
east asia	[10]	[0.9952611327171326]	oH6uorosJVH77XDXDPJyOw
east asia	[12]	[0.9566519260406494]	5Ah0wFeifiRhMlotqb2vXg
east asia	[10]	[0.9999997615814209]	dtDlvwa4PkWAtAdzfmIgdg
asia	[10]	[1.0]	cT2JhELwaFlZnbUKssOBnQ
east asia	[7]	[0.9846464991569519]	DDSuyPLQRM3B6eRGLlGnuQ
asia	[10]	[1.0]	xoQB9Ym-oFHhlEbhrqrFVw
east asia	[9]	[0.41375982761383057]	VbbHbOIKfOTAPK3nYqTrtg
east asia	[10]	[0.9999994039535522]	DhI_jcOJSNP6cKt_jxEeZw
east asia	[12]	[1.0]	bOeLAx6yydI9S99rFh0N0Q
east asia	[7]	[0.9999804496765137]	6SFbX3xyeuIiqCp5iFSmBw
east asia	[10]	[1.0]	cUEKWyDtEwlWBIFd5FdtAw
asia	[10]	[0.9870578646659851]	gbmnyNWTj9-kHJ7A8jNYWA
east asia	[10]	[0.9983503818511963]	9IpPC2Qw0ceVDFCd1KkVJg
east asia	[12]	[0.999998927116394]	04AdpUT358gZoGcn26RTjA
east asia	[12]	[0.999998927116394]	mwXAOpq576j5SzOQFIXSgg
east asia	[10]	[1.0]	xx0AzhIvORhvpe0hV_X4hw
east asia	[10]	[0.996557891368866]	gB_BkzT7SQvIaYqQwU_Evg
asia	[12]	[0.6064465641975403]	eIiD9s2O3Pw6otKmqcD81A
south asia	[1]	[0.9999980926513672]	o0HhkFEl6aqtmduMg3K_Og
west africa	[1]	[0.9999998807907104]	mgzemANeWS1lJKemtU6GzQ
north africa	[1]	[1.0]	UEEFFAph6_kYneaoVtYRhg
north africa	[10]	[0.9993144273757935]	ZTJU4ImR4FcNwlCEwBeHPw
north africa	[10]	[1.0]	DKJ1FUIHFPhyG9agc4rUOg
north africa	[1]	[0.9999953508377075]	JRvFgnVzKeQghoUTK_U3eQ
west africa	[1]	[0.9994946718215942]	CpoxkHomO_DGt5CqLHb6Xw
west africa	[1]	[1.0]	V6u6BQhl8qdsyVBD0FyeIg
south asia	[1]	[1.0]	eXWrMnT1sDzhXyPOreBpaA
south asia	[1]	[0.9012918472290039]	X7dJVCaRU_HgfIMpPCdK_g
north africa	[1]	[0.610377311706543]	vLNk45hBlDfwXL0ADHDU_g
north africa	[0]	[0.9999996423721313]	dqyxrBhqxvfG-oreJGfa7Q
north africa	[1]	[0.6075452566146851]	c3i9vQoEVafOmofR0FGb1A
west africa	[8]	[0.9132818579673767]	Hpy1AvcisXkeEz8gXPEBVg
north africa	[8]	[0.6241729855537415]	vHkJSD3WDzvY5XgbO5_j3g
north africa	[10]	[0.9391411542892456]	BKWZIH5-4lbuTHV_g1JeoA
north africa	[10]	[0.9999442100524902]	1rrr0LmcwJ1dcXcmVPaFOw
west africa	[10]	[0.9986494183540344]	rpl594t-scPv_Rx25s1CwQ
west africa	[1]	[1.0]	B0gK58MZ7CFIHbN_pPy34Q
north africa	[10]	[1.0]	nfaAyo_AxQcGQASpz46xoA
west africa	[10]	[0.872054398059845]	fXRkfkS3XDWTdQiL-S6A-g
north africa	[10]	[1.0]	VatRBGClKLgYdq0vMuPUDQ
north africa	[8]	[0.9839774966239929]	13BNqQUdL2scDwGg9OtHAQ
east africa	[10]	[0.999993085861206]	8OzmPI-emHMhqbsqVidnpg
east africa	[1]	[0.9999996423721313]	xBb52gw_f85jitRw-0jErw
west africa	[1]	[1.0]	vfZoUduqE1FUARC8NlzKJw
north africa	[10]	[1.0]	YUjHJFQmrREWsmOob3UJOw
west africa	[5]	[1.0]	4ZMI5DVy32rVAVvL9c0qJA
north africa	[10]	[0.9528545141220093]	9F-o2b3OCPkFc4AmcaT5LQ
north africa	[0]	[0.999636173248291]	bSN4XJhb31Ux7UfRbBCmdQ
west africa	[1]	[1.0]	yk5yx2ogEEmemJh8SPXAgA
north africa	[10]	[1.0]	nmjudwqO5uvMiz0r3Eafxg
north africa	[10]	[1.0]	0i6hykfS_3zE9LMEWe-8ww
west africa	[1]	[0.8064651489257812]	vprAZJ2Tn_0MMxZTainC6A
north africa	[8]	[0.9996280670166016]	o5eEIIbbaB8TmZlCPxt67w
west africa	[0]	[0.9999880790710449]	r5dwIQ2PIXQBocD-0Nedug
east africa	[1]	[0.9999992847442627]	BdccNVQOnU_VVJqjqfnmsQ
north africa	[10]	[0.9999998807907104]	Hhxs6qfi_SBEt6C-tuj7ZQ
west africa	[1]	[0.9999991655349731]	rP0FzbkGraKIbTPydZf3qA
north africa	[10]	[0.9999961853027344]	BsZYPdIQ-5YuXaYmnf3fiQ
west africa	[10]	[1.0]	kRYpPKisqZDLtreY7kFe-w
sub-saharan africa	[8]	[0.9997218251228333]	jfat0Wu1l89KMbpsXxfpvw
north africa	[1]	[0.9956320524215698]	3bJqFiGs8H4JkKBZcBSgWQ
south america	[5]	[1.0]	HxLz31KcnMuAcFRRXkbQZw
west africa	[1]	[1.0]	9H6iPheZBr3vg5mtWeM_gw
north africa	[0]	[0.9999997615814209]	rM1MCeSDhe13TQ68XQI4wQ
north africa	[8]	[0.8696959614753723]	XZrYcBHI2l9S87qyZvP51Q
north africa	[10]	[1.0]	s-OxNGWyBBVOz89WUZshZQ
north africa	[0]	[1.0]	WM-RsMuZy_7q2r13duMgNQ
west africa	[1]	[1.0]	UF8FqQlxgd6KyftGeOog3A
west africa	[8]	[0.999998927116394]	2TW_tlFGsDMIMzIZoj3oYQ
north africa	[0]	[0.9522129893302917]	b1WaSniRTcec0HvMfEXJYQ
south asia	[10]	[0.8361143469810486]	6I2B3xu5ntB5fatXg2pP5w
west africa	[1]	[1.0]	IXtZHxkMz2gPUOUEG55unw
north africa	[10]	[1.0]	C6PbTbtoSUbHyhrqi-vHww
west africa	[10]	[1.0]	UnuqiSgGRRx2xjlRBJcRpw
north africa	[10]	[1.0]	hgSA1H2qqBPnRvxKNd2bVQ
north africa	[1]	[0.9619752764701843]	DouZlZAL8GLJSevfsU8ERQ
north africa	[0]	[0.9999904632568359]	VnRkhA1sb3D0iT1xhB_n7w
north africa	[12]	[0.9469323754310608]	xvLWtuY1KY-JS06wma8kCA
north africa	[1]	[1.0]	WegS_i5Ow1GN7JrqBI0ntg
west africa	[1]	[0.618102490901947]	50SndE8w8UZgWHoBl5iIZQ
west africa	[0]	[0.975468635559082]	g1Zp-BbRONXMjfHzlQHPdA
west africa	[1]	[1.0]	ycmlzZFwPGsRjJvYSbUCUg
north africa	[10]	[0.9997100234031677]	zhnAfXk4VNDxUm9YHkVovg
sub-saharan africa	[10]	[0.9979516863822937]	7mSZAHkrDcdACzg1mq6Y4w
sub-saharan africa	[1]	[0.9987983703613281]	VkrWK2_ZXCE2LM58_Yqv0Q
west africa	[1]	[1.0]	-itvXQfD7dCv0v1ZsyEF-Q
north africa	[10]	[1.0]	zkjjXUztZd_O3EPWGIBfHQ
north africa	[0]	[0.9999516010284424]	nG9PKjvR0BvDtvkr82jQEg
north africa	[10]	[1.0]	VHmbO7B2U8c0p3_BXCMe8A
west africa	[5]	[0.9999910593032837]	7mwQQqdGwWSJRHapsYFQNw
west africa	[8]	[0.9966362714767456]	d0IP0JJaP1nhneFB0xc25w
north africa	[10]	[0.999822199344635]	cJ-SdOQpxaWImP2CGzCTZA
north africa	[1]	[0.9982104301452637]	dAU4aO_qzZzbFthZjd9lrg
west africa	[8]	[0.9999443292617798]	J0Cah5ABx1zvTIkywJEOug
north africa	[10]	[1.0]	xg_7hB0Ng6akSUzYrJcTwg
north africa	[1]	[0.998842716217041]	7CuQWKjkm5FGD9ivkXT_sg
west africa	[1]	[0.9572921991348267]	4HV-ICCbN0Ik83zirXAjQw
north africa	[10]	[1.0]	EChVz54E_AbloixDoYnupQ
west africa	[8]	[0.9999990463256836]	-ZHMYCubkoiEXT_GwbRsPA
west africa	[1]	[0.9999983310699463]	cp8EGmRL1I-5nvpAKGEl_w
north africa	[10]	[1.0]	-dsCk48c7qOpXgmzWNisiQ
west africa	[10]	[1.0]	rudw7yasvUlGL4MzTkdBKA
north africa	[5]	[1.0]	xBMKMink8OB_NwJWQTqOOw
north africa	[1]	[0.9999549388885498]	IvdoEWk6p44zN-YgVOZGmg
north africa	[0]	[0.9716695547103882]	ChlMXSax4Zk1bskvwTzY_A
west africa	[10]	[0.9738153219223022]	lsb9ta7s8AE_e6t-agDMvw
north africa	[0]	[0.8477984666824341]	DHzfrboSNcm1tGqTYBaW4w
west africa	[8]	[0.5951951742172241]	BmYFxEkr6NONMnCWJOVsog
west africa	[5]	[0.9999243021011353]	Zm8hlO-lzZHP9EjUr0DE-Q
north africa	[10]	[1.0]	9vmZ2vTmJ4_-jmWTkF7EaQ
west africa	[1]	[1.0]	Bi676Jv162BU_L4rEmKwiQ
west africa	[10]	[1.0]	XDmW49i7XPPJhQn7VpehZQ
west africa	[1]	[0.9999998807907104]	bSGStz6JtfwI-b8tENzOWA
west africa	[5]	[1.0]	eMez4cahU-qe2LiMj5ed_A
east africa	[1]	[0.9997871518135071]	CvSA2I6EsEPEb9F1n6LG2A
north africa	[5]	[0.9999991655349731]	IGFR3o1IEUTViiE2-7ZACQ
north africa	[8]	[1.0]	k7VkYbsEPVXyCXd5bt8fjA
north africa	[10]	[0.9803917407989502]	vwSGLz3hhr3M35_Pbu-ztg
middle east	[1]	[0.9646570086479187]	hBJPLpV1b9N8jZiWlXcrpw
middle east	[1]	[1.0]	nmyCILpaAKuWMmAzbEhrbA
middle east	[1]	[1.0]	HoQi8Q9OTBcAzPSNd5v_jQ
southern africa	[10]	[1.0]	DUJd9fp_-tpq9A5o3RVISQ
middle east	[8]	[0.8068788647651672]	YU5fl5DucNs2FSpOth4HLw
north africa	[10]	[1.0]	HGJ92AExQHnFvvd3-CB0dg
middle east	[1]	[0.999996542930603]	zItoXvcQ_yQdcJuoEYM3Ag
middle east	[1]	[0.7797169089317322]	AVZYJ4oYwKHZsad4DTvwfg
middle east	[1]	[0.9993448853492737]	2VfPDMTk8slhpnPZPae66A
middle east	[10]	[0.9999921321868896]	jPMdICPoKNmptzLeagTFLA
southern europe	[9]	[0.9831857681274414]	7vDb60gNEYWvusA4AIBhwQ
southern europe	[5]	[0.99815434217453]	XwSHXr7NGujrPJJet8wuEw
middle east	[1]	[0.9999434947967529]	wEc8t7fjartp1GE6npNE8w
middle east	[10]	[0.8977771401405334]	fe4RYATdARqkQ21z5ctVOA
north africa	[10]	[1.0]	Er3lFuNAcdtwbjQG-VA64Q
middle east	[1]	[1.0]	qu37NGNOqa2eWuVm89uIrA
middle east	[1]	[1.0]	eemPHlpZBTpEEk0aqTHTPA
middle east	[1]	[0.9999833106994629]	EEhC5VjJpxpEza0waruofA
middle east	[1]	[0.9999507665634155]	eQ_AiB5_H0Y2s7GPyEvc2Q
middle east	[12]	[0.6051672697067261]	WyqYoM4icXnIA4ByFAmOrg
middle east	[1]	[0.9519320726394653]	2wW7R2QYnzgY2NITwi7ChA
middle east	[1]	[0.7584071755409241]	-ooTU5cOqUT8axvf4vkonA
north africa	[10]	[0.9982538819313049]	-8IpNi7JRnVxRcdUO1o5KQ
middle east	[7]	[0.9518101215362549]	xOmvc2I1FPupyIkhASl62w
middle east	[1]	[0.8907759189605713]	raSeMM49yJpinn7nVllMIw
southern africa	[10]	[1.0]	gMmZO1GahwbLoJXSroaITA
north africa	[10]	[0.9999997615814209]	-MuvuRkDrcvaVe3VyJ-XzA
north africa	[12]	[0.9919959306716919]	E8oc1MPsVFmWXr3bLP0Mlg
middle east	[1]	[1.0]	nlSDwuAubhlm2dVBEMb3Fg
middle east	[1]	[0.9999994039535522]	sE6YIYmIeAdKrcyjqJK62A
middle east	[1]	[1.0]	AJeRrOKTPkKo54X30BPJZA
middle east	[12]	[1.0]	WI3b3lWNVsCtf2_o5v4t2g
western asia	[10]	[1.0]	dIEkYFYyodOKQC0W6W7KBQ
middle east	[1]	[0.7909418344497681]	BVKpEYW2B2gY66bRnkPdmQ
middle east	[1]	[1.0]	XjwMMWcEuE1qf-l0JiK_lw
middle east	[10]	[0.9987799525260925]	U2CBnjflFrsYN0S83oe2uA
middle east	[10]	[0.9994598031044006]	HDKAjegcO-5iKChIS5snIw
middle east	[1]	[0.9999161958694458]	s-HEbxPFmpWZdWivH12AkQ
southern europe	[1]	[1.0]	c1FqDGemnULWbed6vJuFWw
middle east	[1]	[1.0]	qtzbpDAugZ9Xp4HqLVbElQ
western europe	[1]	[1.0]	YMUOLgz19RpcIMQTmn_-Rg
middle east	[1]	[1.0]	AvCFO5OWCusfIF6pdYjIyg
middle east	[12]	[0.9999983310699463]	ZLMYoKINpFzcLAtQ2ah05w
middle east	[1]	[0.9806584119796753]	cOgfkjkyCNGzWC627r3nKQ
north africa	[10]	[0.9996098875999451]	gdeUvGl7dZzGDNGuBMOotg
north africa	[10]	[1.0]	hFLrjBTRUWJqHV3G3igsBA
southern africa	[10]	[1.0]	vrkXff4tSf9AUqg6Yk12DA
southern europe	[10]	[1.0]	DgbMbo-sPC1QXMm8Ez34rA
middle east	[1]	[0.9999996423721313]	TkWFPC1Q9HNXn0_TzWIyOg
middle east	[10]	[1.0]	jUHqQpMIMSG-kyjtiZz4dQ
middle east	[1]	[1.0]	X2XFbtxU91Y6O_DQIwDEvw
middle east	[10]	[0.9999985694885254]	VeNd-MWwzJYBuatrVkIENw
middle east	[10]	[0.9780471920967102]	wpY1JyzpbbjLfC66CNninA
north africa	[10]	[1.0]	EEJdRIjxjoqCPAd1mThr9g
middle east	[7]	[0.850507378578186]	Ih3mbNgv-b86kMNovHsbRw
middle east	[10]	[1.0]	6jMvmfPjN1iMlcsczYOcDg
middle east	[10]	[1.0]	rrONjt9YVcTczyadi-pj2A
southern europe	[1]	[0.9999381303787231]	EiuriQWar1CzaYFi15Ce8w
north africa	[10]	[1.0]	Xw5xc8o4ZLZ6c8W9KrvZIw
middle east	[1]	[0.9958996176719666]	UmxIvsFlxH25Xt4ua3c67A
middle east	[1]	[1.0]	IAnR1FIgH0qicaDH1gGi0A
middle east	[10]	[1.0]	r5fBD1oIF92L16YAXodqsg
middle east	[1]	[1.0]	0V3MMgg-oYU5PY20HGQboA
middle east	[1]	[1.0]	23YJQnTBXh9F-TLnLyMHPA
north africa	[1]	[1.0]	Igbxm1RgXP2ZkmAKV_5IHg
middle east	[10]	[1.0]	TDuRdeLjYJ_9aRi0Xxkizw
north africa	[0]	[0.9999973773956299]	ZgEq7HW68i9YGeBVG6k8Dw
middle east	[1]	[1.0]	vMhEpHIuUxN-qTor_mrkWA
middle east	[1]	[0.9999657869338989]	YMuS0uNrbVNUowwK81PPLA
middle east	[1]	[1.0]	Y0iYFZOWquuovmT4IBnp2g
north africa	[1]	[0.7271770238876343]	h8lnSf0qhmH8FUBLKFBqlA
middle east	[10]	[0.9971687197685242]	jNImGEOm4qrby3VZrP6uMA
middle east	[1]	[1.0]	h4E9RJOSXZ2zuJNPXqV4Cw
middle east	[5]	[0.9901064038276672]	bjMtVNKzvzbX-NaTDAQ2fg
north africa	[5]	[1.0]	T6iS-7lW0t3LPKG-rk5rQg
north africa	[10]	[0.9999959468841553]	bnYrFz1TRk4tiaeCRRfRJA
middle east	[10]	[1.0]	fZFLneESp6PJySjC7piegw
middle east	[10]	[1.0]	z4Rs_Rm4l3kgPqMAjOX-hw
middle east	[1]	[1.0]	nanGLemkscY4E9VauzFXSQ
middle east	[1]	[0.9547163844108582]	mE7SKKhPFODxuxfGTdrIvA
north africa	[10]	[1.0]	7tE4ynMPDZBz-CjU4QLWhA
southern europe	[10]	[1.0]	aZspLVFmxQBZfwjLPgAJ5A
middle east	[10]	[0.9999392032623291]	xwhVOCA84ernEuXjykO69w
middle east	[10]	[0.9982463121414185]	mIuk6dt3ObKJSoOCoOYcGg
southern europe	[10]	[1.0]	YcNdlm7Ez1kJ8a3cLbRVpQ
north africa	[1]	[0.7140105962753296]	JPbBx_Qmw14Q2rPcMzXCZQ
middle east	[10]	[1.0]	1gU-OEBu9sCS5dnKUJVhPw
middle east	[8]	[0.9566469192504883]	AF_s8rC4gs3RAOA_a6vpzA
middle east	[1]	[1.0]	fYX5rN0JoVClFsKMAtVs8A
middle east	[1]	[0.9974060654640198]	dxSJ4joZKxG8VmY3F3zqKg
middle east	[1]	[1.0]	_ty7R3s9Vnn0XjAJPWAm9g
middle east	[10]	[1.0]	9eDj2EVM1uBmsOI3rTbVaw
middle east	[10]	[1.0]	1oJudtcwROAK29KpPT7OgA
middle east	[1]	[1.0]	YuSxZIdBnZKscAc6YaiKzw
middle east	[1]	[0.8506238460540771]	dGS-1Fv4R6ihsIGiE01Qpw
middle east	[1]	[1.0]	sy2iclNeF3JvugnePdFo4Q
southern africa	[10]	[1.0]	0PsFemfQJekL31TfK9JnAw
middle east	[1]	[1.0]	xM-Xx75X9d7gxhUhEBiy1g
middle east	[1]	[0.9999963045120239]	Yufwik5SUDL6UZfIKAYpxg
latin america	[5]	[0.9773604869842529]	U0dnyLwr86t_TfzoWosioQ
eastern europe	[16]	[0.999848484992981]	wIK80gB_0RVNTKHtKKbfOA
baltic	[10]	[0.9994016885757446]	nSwAKwUConVQ36tjpaqU9w
eastern europe	[10]	[0.9999998807907104]	jEhhhyfw3CfI_qpXwdhvFA
eastern europe	[8]	[1.0]	gJHwviqR4fUDBe8Y9mdL-w
eastern europe	[17]	[0.9836176633834839]	9po2dHFq4TVA_EKNYslb7g
eastern europe	[17]	[0.9999996423721313]	WjbwzO-g2DF4-oIKo145sQ
eastern europe	[13]	[1.0]	cj9OUvFLbIUaOyHXBw5Stg
balkan	[0]	[0.9999951124191284]	HtxELZM3kt59kVapaKzIKg
eastern europe	[8]	[0.8288129568099976]	vo73ZpRtW9ptw288j47LdQ
eastern europe	[8]	[1.0]	mDIAgOGU2VFs0wbCKaHokw
eastern europe	[17]	[0.9788967967033386]	xjXBsCVZCya9V9CL4ziFIQ
balkan	[16]	[0.9407914876937866]	5f-OpJdEL2KlFjxAze7ylg
baltic	[10]	[1.0]	hF0YzTPHYwPOmxi_5rJf-w
eastern europe	[8]	[0.9999819993972778]	BQGFT5kxa1QYA50EligvYQ
eastern europe	[8]	[0.5460571050643921]	DfFd04wF2IiNAYrbQN3ArQ
eastern europe	[4]	[0.999796450138092]	yItGVpu5AgwPwmDWC0Et5g
eastern europe	[8]	[0.9999397993087769]	9b5F01XjDWkMca5EKHrdtg
eastern europe	[17]	[0.9999996423721313]	rQ9nozDymKMsiRR9_5eW1w
eastern europe	[8]	[0.9939320683479309]	b4UtCUr7yz6XOfKJe6gvZg
eastern europe	[8]	[0.9939008951187134]	E8K3-zTmpUEhu_nLytG7Mg
eastern europe	[8]	[0.9999945163726807]	8LJYHHkLP9bldiyQjcD-Jw
eastern europe	[8]	[0.9999997615814209]	4JXVk2pmc7_-Hq4-KBetUg
eastern europe	[8]	[1.0]	1ov3vZ5Rloi-78dz_VnfLQ
baltic	[13]	[0.9995785355567932]	lrAw1fTmXQik5lw6FFdSnA
eastern europe	[17]	[1.0]	kb6Bww7pKZ-rgmUK8FSKsw
eastern europe	[16]	[0.9994712471961975]	YxRSC47vCN5febWr9abR-w
eastern europe	[17]	[1.0]	yWcwul1uztdMmsAPJui80w
eastern europe	[13]	[0.9999268054962158]	Baic6wvTqAZnFRysUv0RBg
western europe	[8]	[0.9999982118606567]	mS0-k92Ma1dl39SJt5IgEA
eastern europe	[10]	[0.9999957084655762]	5A2CA9lECQPAyD72zAJhdg
eastern europe	[8]	[0.6557808518409729]	9v8TZvaM7pMr8TqP6jpr0A
eastern europe	[10]	[1.0]	c68XFbqTelw4j5CruApYtQ
eastern europe	[17]	[1.0]	lPj1vY1wg6wmMtfs3zSWig
eastern europe	[17]	[1.0]	9IYdI1SjyP2N-K_i2dkEHw
baltic	[13]	[0.3581153452396393]	4QbpwKFnDVMUN9w6UZUlQQ
baltic	[17]	[0.9998701810836792]	YVkYXEaZ8zQ3oNA7EWpgLQ
eastern europe	[8]	[0.9970318078994751]	DxFZbVF4-WRCY1t0ylysXQ
eastern europe	[8]	[0.7605562210083008]	jwbBkd_RehpLSY4ZIPxGlg
south east asia	[10]	[1.0]	CT2FeIoZGU_eq22vaXEFJg
eastern europe	[1]	[0.9999994039535522]	-49f6LexnYuWO77M3R55dw
eastern europe	[13]	[0.999997615814209]	Y6GHjITC5BZJn9hJcYfg4w
eastern europe	[8]	[0.9999997615814209]	f2BJCn_ayVuAyflvt9aO5w
balkan	[4]	[0.7337754964828491]	_ldWcSsILizEX1Zz_fUWwA
eastern europe	[10]	[0.9999198913574219]	5kar6z3Cjv63uSasHoQtOw
eastern europe	[13]	[0.9898266792297363]	Xv6XzbwFGezhJiwZz6ZBWw
eastern europe	[8]	[1.0]	vrGnfgX5JMaSKmHuXGNqcQ
eastern europe	[4]	[0.656873345375061]	IXz5TINLzAEHeZyrImoQnw
balkan	[4]	[0.5195139646530151]	eDlczFjPN3Tr0J-S2j3J-g
eastern europe	[8]	[0.9999978542327881]	THqi7qBkIQvYQHRlARNyAg
baltic	[1]	[1.0]	lPe4MDn6sy0rUbeLqyML9w
baltic	[1]	[0.9999967813491821]	iusfPHiXrI6Y-bCCF4DAfA
balkan	[17]	[0.9983111619949341]	hCnBHjEnKL6t3yP_2JgA8Q
eastern europe	[8]	[0.9997121691703796]	8J5OL6Ma3JyIYzJKgoOAJQ
eastern europe	[17]	[0.9992355108261108]	kx6cO_8DN-JLft-Z8zpebg
eastern europe	[10]	[0.5727456212043762]	xscsdu19Ozz1tMk-GzJfSA
eastern europe	[10]	[0.9793384671211243]	7xZU1ZCvCWA6gyb_Ky8Bqg
eastern europe	[16]	[0.9999898672103882]	f8tD1I3EVUGDtyiV9BurkA
eastern europe	[8]	[0.9999998807907104]	3SLq8-2Nuv9jFRmYPrbT-Q
eastern europe	[16]	[0.9913995265960693]	3wry75DG6St3boz2NEccBg
eastern europe	[4]	[0.9864208698272705]	l26sjyjKzi2AU7OQ0HPoIQ
western europe	[8]	[1.0]	gSo8Ph_814_GfSwcDTCOyA
western europe	[17]	[1.0]	5EVYBCffLYO0O3XCRpLiRg
eastern europe	[8]	[0.8117464184761047]	0QZwnnrjK24K3dntHL_cew
eastern europe	[10]	[1.0]	gJi4hrXiaMuIIvJGj5TeDg
eastern europe	[4]	[0.9806375503540039]	5yt1Ub2e4o4hsBrEnNF8tQ
eastern europe	[17]	[1.0]	DnxKZPjtKpuplIIvK2s1vw
western europe	[8]	[1.0]	3wO74dijWLeCjZA-TyBHYA
eastern europe	[4]	[1.0]	BBANGH1ySkNkfowGbFBw4Q
eastern europe	[14]	[1.0]	Y9a7sG9E6Gq0AAYQg5o5UA
eastern europe	[10]	[0.9381205439567566]	T32Bb6Rywg34FeqxMhp5nQ
eastern europe	[8]	[0.9992683529853821]	f8BPnCtqw0q4xLnacXQNfA
eastern europe	[8]	[1.0]	CEGt90FZ6DQDw9XyDHNFcA
west africa	[10]	[1.0]	wNJ8peTrMRIiLRO01WDuSQ
balkan	[8]	[0.4924096465110779]	IARVk4m9uodCbr5ycbqYHA
eastern europe	[17]	[1.0]	JSex5OsrGiqng4u9HYdc3A
eastern europe	[17]	[0.5123646855354309]	-iUiuflRvRFzwm9hVq1-0g
eastern europe	[17]	[0.9999735355377197]	2Pp7UOLUqQL2tuetuIIFVg
western europe	[17]	[1.0]	DqfjFhPxYBcyhDCg1S732Q
