Gold	Predictions	Probabilities	Filename
Czechia	['Czechia', 'Bulgaria', 'Serbia', 'Romania', 'Slovakia']	[1.0, 3.187336158894105e-11, 8.042632532179184e-12, 3.9644177697584215e-12, 3.2268205052014875e-15]	4jyGhAKGHc3-z4nxwwu4AQ
Czechia	['Hungary', 'Slovakia', 'Germany', 'Austria', 'Czechia']	[0.9961392283439636, 0.0038608135655522346, 5.816417214532521e-08, 1.312621716778161e-14, 2.3616026076025845e-15]	HixGkAhSSuv9tU2nBMq7Tg
Czechia	['Germany', 'Latvia', 'Lithuania', 'Hungary', 'Slovakia']	[0.9909899234771729, 0.00884995236992836, 0.00016008192324079573, 2.4670010825844635e-11, 1.937684767413378e-13]	xUEI-svBJyRh_tAFCc0aFA
Czechia	['Slovakia', 'Lithuania', 'Latvia', 'Poland', 'Hungary']	[1.0, 2.7198561181052128e-09, 2.253808029095694e-09, 6.399633861037257e-12, 3.664585562085376e-12]	ddaYFAF-y0EvCW5UGIb4QA
Czechia	['Slovakia', 'Hungary', 'Czechia', 'Croatia', 'Slovenia']	[0.9999997615814209, 1.88265460110415e-07, 1.973432972590672e-08, 1.157516010125148e-11, 4.251452253404916e-17]	z6xEsy_FgPvGgehGwcCEdA
Czechia	['Slovakia', 'Lithuania', 'Latvia', 'Poland', 'Estonia']	[1.0, 6.117371886826817e-11, 1.831903986143635e-12, 8.234920042963015e-14, 1.6061630910232097e-19]	1xFW0pUQcTEqnVu5X0YM4A
Czechia	['France', 'Belgium', 'Germany', 'Hungary', 'Slovakia']	[1.0, 1.365340479564381e-10, 9.66373218440038e-21, 3.745484769044538e-26, 2.255119279390381e-28]	eWhGXcxgBW4caPZ8J7UaeQ
Czechia	['Czechia', 'Hungary', 'Slovakia', 'Germany', 'Poland']	[1.0, 3.372982674317277e-30, 1.5589902609418964e-30, 1.725550916179047e-32, 7.73188456103077e-38]	VF2krYN7CE4yG7dQF2ZbkA
Czechia	['Czechia', 'Lithuania', 'Estonia', 'Belarus', 'Latvia']	[0.9096665382385254, 0.09033343940973282, 2.9323080852350358e-08, 1.3458311798331124e-08, 6.015073772402957e-09]	iVmDGQck5jee0Ah7f5r--w
Czechia	['Czechia', 'Hungary', 'Slovakia', 'Poland', 'Romania']	[1.0, 2.2238662094726483e-16, 6.3619158927136734e-24, 2.7003251127587574e-26, 1.16989238555665e-34]	0p7DtNeICDiXJbrWi44qpw
Czechia	['Slovakia', 'Hungary', 'Croatia', 'Czechia', 'Latvia']	[1.0, 3.7490199700133486e-16, 8.500727249338173e-23, 5.914395022295703e-23, 1.9076303435383714e-24]	iusNbRoA33NMXFMIMJ7Pmg
Czechia	['Slovakia', 'France', 'Austria', 'Switzerland', 'Slovenia']	[1.0, 4.9470983001309934e-14, 5.744260638104057e-19, 1.0094454661320831e-19, 1.3528641911984553e-21]	eSCySbhpdKFkljcBI8HViw
Czechia	['Slovakia', 'Hungary', 'Czechia', 'Austria', 'Croatia']	[0.9992006421089172, 0.0007991480524651706, 2.1566175689713418e-07, 2.4346520893087087e-12, 1.6047111183533237e-15]	_PEZbZYowzhrY6Tv5piIow
Czechia	['Hungary', 'Slovakia', 'Austria', 'Germany', 'Czechia']	[0.9911491870880127, 0.008850835263729095, 1.088130866804825e-18, 1.2915344336248757e-22, 8.151076328240356e-23]	XxogMVJDq2T6jF2EXHv_GQ
Czechia	['Czechia', 'Slovakia', 'Hungary', 'Portugal', 'Mongolia']	[1.0, 1.810479688684954e-26, 5.708097929767268e-38, 1.1210387714598537e-44, 0.0]	fcRI0_g51LKebv3sS61XWw
Czechia	['Slovakia', 'Czechia', 'Hungary', 'Lithuania', 'Belarus']	[0.9999884366989136, 1.1530728443176486e-05, 9.370025588761877e-12, 4.702111553719695e-15, 2.2759521182838874e-16]	5I73_GKMoQkGeb-cNOGiVA
Czechia	['Slovakia', 'Hungary', 'Croatia', 'Poland', 'Serbia']	[0.9999974966049194, 2.521573378544417e-06, 2.7215188436180426e-10, 1.456102044494756e-10, 1.8017618985872487e-16]	IFToY_C5qEWju3w_krAnTw
Czechia	['Czechia', 'Germany', 'Hungary', 'Austria', 'Slovakia']	[0.9999940395355225, 5.879297077626688e-06, 2.5132074199518684e-08, 8.415164398645203e-11, 2.920030883757363e-11]	dFcPCp9cJ92JZxesiHOncw
Myanmar	['Laos', 'Myanmar', 'Vietnam', 'Thailand', 'Brunei']	[0.9999997615814209, 1.7933194840225042e-07, 4.0657844048420065e-15, 3.9493032170904053e-29, 4.337622584901495e-31]	hXsmGQzHmh5yaBdB67vLxQ
Myanmar	['El Salvador', 'Panama', 'Brunei', 'Suriname', 'Philippines']	[0.9993657469749451, 0.0006342345150187612, 2.581664326761768e-10, 7.948768054356903e-13, 1.9831514631429153e-15]	aJaixuVoIDBqSAlLiqJLGQ
Myanmar	['Guyana', 'Suriname', 'El Salvador', 'Guatemala', 'Panama']	[0.9999730587005615, 2.6931516913464293e-05, 6.459874996034287e-11, 3.8791138270294345e-13, 2.115225719188582e-13]	ehphTedUR4wUSRyW0GQLxg
Myanmar	['Vietnam', 'Laos', 'Thailand', 'China', 'Slovakia']	[1.0, 1.7159495200965076e-15, 1.434762872951358e-39, 1.3487077329587067e-40, 0.0]	xerSe8x3u1wqtCY2WiHMBw
Myanmar	['Vietnam', 'Bangladesh', 'Myanmar', 'China', 'Brunei']	[1.0, 3.330572088603009e-15, 2.5092250375831645e-25, 1.861526076674949e-27, 1.939497206310839e-32]	XTm5yXWYCOV4QZHch7i_XA
Myanmar	['Thailand', 'Laos', 'Vietnam', 'Myanmar', 'China']	[1.0, 2.4463523221052164e-11, 2.4918715094829347e-12, 1.0479253395413789e-18, 5.636917302193514e-27]	bYEh7CgMOZLNY3Hsd-wf0w
Myanmar	['Myanmar', 'Philippines', 'Brunei', 'Bangladesh', 'Indonesia']	[0.9999996423721313, 3.195961539859127e-07, 1.7204879881882462e-11, 1.720143286097482e-15, 1.9575960423728897e-17]	f3wrCXdmW6NXixaU1B_uXA
Myanmar	['Vietnam', 'Myanmar', 'Taiwan', 'Bangladesh', 'Brunei']	[0.6288076043128967, 0.3709791600704193, 0.00021045919856987894, 1.9737785805773456e-06, 8.382280043406354e-07]	xjB7HFN3tdjn-lM3upQtRw
Myanmar	['India', 'Sri Lanka', 'Guatemala', 'Cuba', 'Mexico']	[1.0, 4.5497619005629986e-09, 6.838964695646535e-18, 1.4783078258430254e-18, 8.008529012215368e-19]	kLsvD8WeWq9SvgLgm6sLAg
Myanmar	['Vietnam', 'Myanmar', 'Laos', 'China', 'Australia']	[1.0, 7.286547424913257e-39, 1.3494504211447988e-42, 8.870219279176092e-43, 0.0]	Tj9yzpvP-oZBex-dGPFxwA
Myanmar	['Vietnam', 'Myanmar', 'Bangladesh', 'Laos', 'Brunei']	[1.0, 1.083046639943859e-20, 1.208654570062348e-35, 1.8444531621620517e-37, 8.828180325246348e-44]	cbjxpjGQKWpsnTlyYWZSYg
Myanmar	['Philippines', 'Malaysia', 'Brunei', 'Panama', 'Indonesia']	[1.0, 2.6664248109346877e-17, 3.674661821768028e-21, 8.619352996821687e-24, 8.588221400843253e-28]	b3OOrEffJawWIdcUfJSZ8w
Myanmar	['Myanmar', 'Laos', 'Nepal', 'Vietnam', 'Guatemala']	[1.0, 2.263717521454187e-16, 8.59031873855269e-28, 1.0208720738847797e-36, 1.6463855657352276e-41]	yA4qcFQgy_5f3t2C4bgNqg
Myanmar	['Laos', 'Myanmar', 'Vietnam', 'Brunei', 'India']	[1.0, 1.6384538040550845e-12, 1.9519164879382026e-15, 3.7283141159493764e-30, 1.8070261517337637e-30]	X3x7q7HTDFO2sSpkR8ERHw
Myanmar	['Laos', 'Thailand', 'Vietnam', 'Myanmar', 'Brunei']	[1.0, 1.3074017563008411e-11, 5.921624274913759e-14, 1.208930624672198e-21, 1.602511040857715e-32]	0z6Qck485C62ryy05pArzA
Myanmar	['Vietnam', 'Bangladesh', 'Myanmar', 'Laos', 'China']	[1.0, 4.112690672856829e-23, 1.4647991211246314e-29, 2.649855396038229e-42, 2.421443746353284e-42]	CHngFJklZQ2SPmXF7i11ag
Myanmar	['Vietnam', 'Laos', 'Myanmar', 'Thailand', 'China']	[1.0, 1.6596951870027977e-22, 3.191600969670272e-37, 8.823976429853373e-42, 1.5414283107572988e-44]	cu4qaKciiTBCMeaQVATaaQ
Myanmar	['Laos', 'Vietnam', 'Myanmar', 'Brunei', 'Thailand']	[1.0, 3.0989853775265207e-19, 1.5173309336213784e-25, 5.1108846668463265e-26, 1.8058013881829188e-28]	ssc1onYqtYoAQFc5kSzjtg
Myanmar	['Myanmar', 'Laos', 'Bangladesh', 'Vietnam', 'Nepal']	[1.0, 4.4437293612181545e-21, 1.6085364942138143e-40, 8.224921336354514e-41, 2.1498721039671344e-41]	2PQ_mFHpmJ9FSSD0pn0isw
Myanmar	['Brunei', 'Vietnam', 'Bangladesh', 'Philippines', 'Panama']	[1.0, 2.0973557295750865e-14, 3.33315788249481e-19, 9.455472097628466e-22, 1.390838263858014e-22]	54sEQ2j1-sHs4u4N-1v5dQ
Myanmar	['China', 'Nepal', 'India', 'South Korea', 'Vietnam']	[0.5148263573646545, 0.3016456961631775, 0.18352778255939484, 1.1685919787396415e-07, 4.4363165918603897e-10]	eydPeQj3lhpUDkgC5UMsXg
Myanmar	['Laos', 'Guatemala', 'Myanmar', 'El Salvador', 'Vietnam']	[1.0, 1.0421005421437646e-12, 5.247246288463039e-15, 1.3746673877535817e-20, 3.471675415297923e-21]	JPreZByIM6U4Sct5IOEMIw
Myanmar	['Laos', 'Thailand', 'Vietnam', 'Myanmar', 'Slovenia']	[1.0, 2.480486801704042e-30, 2.4164044112548584e-33, 2.5430136748854763e-37, 0.0]	qkYLqBEPFaJ-mZWK63VV0w
Myanmar	['Brunei', 'Laos', 'Myanmar', 'Suriname', 'Vietnam']	[0.9998592138290405, 0.00014075524813961238, 2.6979987688413587e-11, 2.5207445722777444e-13, 4.180952594768153e-14]	rbYwtNI1OcTTmWyMvwKS5A
Myanmar	['Laos', 'Brunei', 'Vietnam', 'Myanmar', 'Thailand']	[0.9999388456344604, 6.116876465966925e-05, 2.781241166191495e-12, 1.1425417361342338e-14, 2.2246200357084802e-17]	m76bvx8Df2ivLoiWQg8GTA
Myanmar	['Guatemala', 'Colombia', 'Brunei', 'El Salvador', 'Panama']	[0.999355137348175, 0.00043597782496362925, 0.00019934948068112135, 9.478044376010075e-06, 1.486617406953883e-07]	TOwZP5minemYnaauaoE2-A
Myanmar	['Myanmar', 'Laos', 'Suriname', 'Guatemala', 'El Salvador']	[0.5003890991210938, 0.49961093068122864, 6.795693158591701e-14, 7.445661010755267e-15, 2.8451199769200283e-18]	b03lW9mqwa1go3m8BvaJxw
Myanmar	['Sri Lanka', 'Bangladesh', 'Brunei', 'Ghana', 'India']	[1.0, 4.582134151276396e-12, 4.694837658285149e-14, 1.788357039714133e-18, 6.38095008083748e-23]	_8CoX3dYaJzRLNgUhRVNeg
Myanmar	['Laos', 'Thailand', 'Vietnam', 'Myanmar', 'China']	[0.9959651231765747, 0.004034911282360554, 8.885335134323213e-09, 5.041656111690052e-13, 8.893761519835538e-28]	D-HFBTlTItHv3kRDDjDdiw
Myanmar	['Myanmar', 'Vietnam', 'Thailand', 'Bangladesh', 'Laos']	[1.0, 1.3193981052025492e-23, 6.640536633286705e-29, 4.1895401072346234e-29, 7.550527002761081e-31]	_qHM0odpeQTMQ8_RmMX9WA
Myanmar	['Paraguay', 'Laos', 'Vietnam', 'Brazil', 'Myanmar']	[0.9999997615814209, 2.1395861438122665e-07, 2.3364522639068263e-28, 6.519780693677448e-35, 4.388810899756337e-35]	0q6_SH6POPiajwXowVY5Vg
Myanmar	['Dominica', 'Guyana', 'Brunei', 'Panama', 'Philippines']	[0.7016578316688538, 0.29083892703056335, 0.007503198925405741, 1.719176016823365e-11, 1.0293377309094753e-14]	To_SivzDksVnOAAEojOrCw
Myanmar	['Vietnam', 'Laos', 'Myanmar', 'Thailand', 'Slovenia']	[1.0, 2.648584818132349e-08, 8.560314646674947e-22, 3.807161117001335e-37, 0.0]	qqkQLuP91mzIDl0smZXHxw
Myanmar	['Vietnam', 'Thailand', 'Laos', 'Sri Lanka', 'Brunei']	[1.0, 2.215002403715971e-08, 5.870503735905253e-13, 1.5496252658925338e-26, 1.7420894589514016e-28]	IFb1tGGLjc0GnIZYcU1yLA
Myanmar	['Guyana', 'Brunei', 'Suriname', 'Panama', 'Dominica']	[0.9741496443748474, 0.025850320234894753, 6.320984534402552e-12, 1.680548307461606e-16, 6.160457904247434e-22]	aUyZA4EcVGusvrOEhcL3Eg
Myanmar	['Vietnam', 'Laos', 'Myanmar', 'Thailand', 'Slovenia']	[1.0, 7.758925473682135e-14, 1.1063561380465836e-27, 4.5934563660567504e-42, 0.0]	Z2RRa6gn_hPQrlsbmdvWeQ
Myanmar	['India', 'Sri Lanka', 'Vietnam', 'Bangladesh', 'Thailand']	[0.999997615814209, 2.3580523702548817e-06, 6.58865254021812e-11, 1.3886489747858515e-17, 1.551236721536646e-18]	UMpKozGMwnPjqwjasB0WLA
Myanmar	['Laos', 'Sri Lanka', 'Suriname', 'Myanmar', 'Paraguay']	[1.0, 4.600303249446824e-09, 2.3177232702509265e-12, 1.390980565322067e-16, 1.9104407917569567e-17]	VwV4jO5TkXMSu5gJ99vGLg
Myanmar	['Guatemala', 'Panama', 'Laos', 'El Salvador', 'Brunei']	[0.9999997615814209, 1.8970150961195031e-07, 1.7359999071944743e-12, 7.719691856242217e-13, 1.381073244454507e-14]	0takTiocerjPQPJ6MsZPgA
Myanmar	['Bangladesh', 'India', 'Nepal', 'Myanmar', 'Sri Lanka']	[0.9999901056289673, 9.89956060948316e-06, 1.3141263014023689e-15, 1.8885230025757756e-19, 6.295778977711302e-23]	XOk0avVi7t1BnmsklVua6Q
Myanmar	['Vietnam', 'Laos', 'Myanmar', 'Brunei', 'Thailand']	[1.0, 2.2079071823040913e-16, 1.3594626101543522e-25, 1.4551550179649679e-34, 6.029832581956055e-36]	1uttVDoQRrndbdErdPil6Q
Myanmar	['Vietnam', 'Myanmar', 'Bangladesh', 'Laos', 'Philippines']	[1.0, 1.713508224199245e-09, 3.344556459913263e-27, 2.8443847496361204e-27, 2.21777040900224e-35]	lYNi79qh4rN7AxMDuPQwfQ
Myanmar	['Vietnam', 'Thailand', 'Myanmar', 'Laos', 'Brunei']	[0.9999998807907104, 7.896361609027736e-08, 3.3134850419003214e-10, 6.867175359565411e-17, 7.042619471321725e-23]	WJWudeiE7yNkJshOJX2s8Q
Myanmar	['Vietnam', 'China', 'Laos', 'Finland', 'Sweden']	[1.0, 6.0787549578805995e-34, 1.4934865800894624e-34, 0.0, 0.0]	vZXDi5YEmDXTW2hrHNBc-Q
Myanmar	['Thailand', 'Laos', 'Philippines', 'Myanmar', 'Vietnam']	[0.9989155530929565, 0.0010843233903869987, 7.264363688364028e-08, 8.191810563218382e-10, 2.8557820848764195e-14]	xRo2beHSK-n4uTVwlWS4uQ
Myanmar	['Laos', 'Vietnam', 'Myanmar', 'Thailand', 'Brunei']	[1.0, 1.3759457305083031e-15, 8.669654958567708e-21, 8.032973679353474e-27, 2.467126076290273e-41]	ep9-m6WnPpApsOg_3TwDWw
Myanmar	['Vietnam', 'Laos', 'Myanmar', 'China', 'Thailand']	[1.0, 1.1962254797825977e-10, 3.6866439012947254e-18, 4.567731961148407e-29, 9.797747618155674e-33]	XViSe8sZVYPCO7dRlpQjCw
Myanmar	['Malaysia', 'Philippines', 'Brunei', 'Thailand', 'Indonesia']	[0.9185670614242554, 0.08143296837806702, 6.325013429675508e-12, 1.6848902915228559e-13, 7.758606037207144e-23]	Yw6wVFpICQu3NjZeu1lu2A
Myanmar	['Suriname', 'Ghana', 'Guyana', 'Tanzania', 'Bangladesh']	[0.999523401260376, 0.0004765612829942256, 9.084385466096023e-10, 2.2645971209378501e-10, 6.18736858013706e-15]	bePs82gulV1hoPssBP0NRA
Myanmar	['Vietnam', 'Brunei', 'Thailand', 'Taiwan', 'Malaysia']	[0.5610867142677307, 0.43891265988349915, 5.737381343351444e-07, 8.56398881931425e-13, 4.3790132923850894e-14]	jld9n6Vu7mM9HUy0eYF2pg
Myanmar	['Thailand', 'Vietnam', 'Myanmar', 'Laos', 'Philippines']	[1.0, 1.694315265865498e-08, 2.2467720026575662e-14, 1.0753071697789464e-20, 4.9548489042399836e-26]	Y6Q_E25Q7cvQuMiu9fRT1w
Myanmar	['Laos', 'Myanmar', 'Vietnam', 'India', 'Thailand']	[1.0, 7.330599525804651e-16, 3.410710246319653e-16, 2.8439342962299947e-16, 1.2966946809852306e-16]	_jax6bs4OlfS3Fqj7037pA
Myanmar	['Vietnam', 'Myanmar', 'Brunei', 'China', 'Finland']	[1.0, 1.0492460472371003e-39, 1.401298464324817e-44, 0.0, 0.0]	0B5eT-s6QZRJZiazElfaXw
Myanmar	['Myanmar', 'Laos', 'Thailand', 'Vietnam', 'Indonesia']	[1.0, 3.727750746973513e-12, 1.8403332643761474e-16, 5.927023738755205e-22, 2.825858483157426e-41]	g4hoRqKDu1u7YqQhh6IZNg
Myanmar	['Laos', 'Philippines', 'Vietnam', 'Myanmar', 'Brunei']	[0.9999998807907104, 9.167769832174599e-08, 1.2040344849612028e-12, 1.0503871117623979e-17, 5.917503015933138e-25]	gazqZoDN6GXo8A15eGIsWg
Myanmar	['Vietnam', 'Brunei', 'Indonesia', 'Thailand', 'Bangladesh']	[1.0, 5.707066069726707e-11, 2.7964251343089125e-25, 2.3482239502462794e-25, 7.398516118517943e-27]	XAmUdyVXhgieWCEizs1NDg
Myanmar	['Thailand', 'Laos', 'Vietnam', 'Myanmar', 'Brunei']	[1.0, 3.526564240283192e-12, 1.587957568986286e-14, 2.189319753803085e-25, 6.463146891140517e-36]	cFOfEtim7LwjJgr6iFoMZw
Myanmar	['Laos', 'Myanmar', 'Suriname', 'Philippines', 'Vietnam']	[1.0, 1.0925489029103841e-13, 1.7094501210427015e-21, 1.8836103888327783e-22, 9.791478028539802e-24]	Y0jdEODzR4nD85xIDblHMg
Myanmar	['Vietnam', 'China', 'Bangladesh', 'Nepal', 'India']	[1.0, 2.440618670704331e-12, 4.988925939031219e-13, 3.7194495719905034e-30, 2.7295338527364868e-31]	7QSjZVXOsfzPMcvBxgvuRA
Myanmar	['Laos', 'Myanmar', 'Vietnam', 'Thailand', 'Philippines']	[1.0, 2.5371113210326257e-08, 2.104958429782755e-10, 5.861074124679285e-16, 8.181248088728682e-30]	5n-4sAlYl1k8Rm_-mhAY0Q
Myanmar	['Myanmar', 'Vietnam', 'Laos', 'China', 'Thailand']	[0.9994288086891174, 0.0005711338599212468, 2.519572354894132e-21, 7.885333769545357e-35, 9.84535037037536e-38]	TE18oaiFscJyhAww1bwFmw
Myanmar	['Vietnam', 'China', 'Myanmar', 'Laos', 'Australia']	[1.0, 9.283254661214445e-19, 2.2680555180789487e-32, 1.4727646860053827e-42, 0.0]	Uu7d4nyfLuT5G9BXVZOKzQ
Myanmar	['Vietnam', 'Bangladesh', 'Myanmar', 'Indonesia', 'China']	[1.0, 1.3241000597623678e-19, 7.6770817590056375e-28, 4.642369495352173e-30, 6.385921130984597e-37]	bEVR3gKc4ZPqidcjbdV9gg
Myanmar	['Philippines', 'Vietnam', 'Thailand', 'Guatemala', 'Indonesia']	[1.0, 8.107858384676092e-09, 2.1039951725310146e-10, 3.561486522363211e-11, 2.5459011634976214e-11]	mAfqXyHw2EuYyNpvH4w19Q
Myanmar	['Laos', 'Vietnam', 'Thailand', 'Brunei', 'Suriname']	[1.0, 1.9122032448086081e-19, 7.218336801832264e-28, 1.28657621222471e-28, 6.534016005938355e-30]	fUCg89XQqdtc3Cqu3dYlNg
Myanmar	['Vietnam', 'Myanmar', 'Laos', 'China', 'Australia']	[1.0, 6.249325167813371e-23, 3.3228514313899484e-33, 5.605193857299268e-44, 0.0]	l4vGt-_EA4xTr9WKO0YzvA
Myanmar	['Vietnam', 'Philippines', 'Myanmar', 'Thailand', 'Guatemala']	[1.0, 7.14798109591186e-10, 6.119319647220544e-15, 1.0545558075733671e-15, 1.6381418935045097e-19]	1NZB-F5Wo7Cx3HwUEif2Iw
Myanmar	['Vietnam', 'India', 'Thailand', 'Myanmar', 'China']	[0.9999971389770508, 2.8777933493984165e-06, 1.7317323908818153e-16, 4.995088120398455e-18, 1.0782829550273191e-26]	UTl9TBC0b0aSQGO5ULTOxQ
Myanmar	['Myanmar', 'Laos', 'Vietnam', 'Thailand', 'India']	[0.808223307132721, 0.19177663326263428, 1.5749660256525466e-11, 3.579102513816176e-16, 4.144783363628778e-19]	Yq5kl3qOPIXFSTZKu7uMbg
Myanmar	['Vietnam', 'China', 'Bangladesh', 'Myanmar', 'Taiwan']	[1.0, 3.8063284986889005e-17, 1.8924196048722686e-21, 6.145368816413171e-26, 4.3250233204765e-28]	WUVW2eVdB9fKZZlaTEpHcQ
Myanmar	['Laos', 'Vietnam', 'Myanmar', 'Thailand', 'Paraguay']	[1.0, 3.859209079914619e-18, 6.103417284864912e-31, 2.9557754941903532e-34, 6.782284567332115e-43]	e2aCTx7FaRiwZMB0j3r7Sw
Myanmar	['Laos', 'Brunei', 'Myanmar', 'Suriname', 'Guyana']	[1.0, 5.6264791437055095e-11, 4.058374401800748e-17, 7.03484072219462e-21, 1.0248862736830565e-23]	jaCPX-XcpRL3y0i7E60C8Q
Myanmar	['Laos', 'Myanmar', 'Vietnam', 'Paraguay', 'Thailand']	[1.0, 8.455679631335453e-22, 2.0433501644961533e-25, 4.417433154049528e-35, 1.2511464191716071e-37]	UWIxV7nCI__rua07kh43bA
Myanmar	['Laos', 'Myanmar', 'Vietnam', 'Thailand', 'Brunei']	[1.0, 2.67100316256735e-19, 9.095272386511071e-25, 7.843324661427741e-28, 7.018324192375444e-30]	CMD5-UvMC7bEwS8piAsO3w
Myanmar	['Sri Lanka', 'India', 'Vietnam', 'Bangladesh', 'Myanmar']	[0.9999914169311523, 5.125184543430805e-06, 3.5123939596815035e-06, 9.170550985260206e-10, 3.562325434636193e-11]	ZTrWKRxEI1qEHTyy_rxZsQ
Myanmar	['Philippines', 'Laos', 'Vietnam', 'El Salvador', 'Brunei']	[1.0, 5.7986655477625885e-18, 2.1953793509812167e-21, 2.2013719707130515e-24, 5.742815561669218e-26]	bIvN99JMlEweJPFkc2hiEw
Myanmar	['Philippines', 'Brunei', 'Vietnam', 'El Salvador', 'Guyana']	[1.0, 1.738475030599318e-09, 1.2641174773619923e-09, 1.3449381042405893e-16, 1.295389456153071e-16]	9uTePW39bKrURExaBszJAw
Myanmar	['Vietnam', 'Finland', 'Australia', 'China', 'Sweden']	[1.0, 0.0, 0.0, 0.0, 0.0]	-2ptR3KSTHTNIElPELiZfg
Myanmar	['Vietnam', 'Laos', 'Thailand', 'Myanmar', 'Brunei']	[1.0, 2.007106702384647e-21, 1.105456711610993e-21, 3.485723115821075e-24, 6.852121319203529e-27]	-opLXKM6ALZqHKDZ5QSN6g
Myanmar	['Laos', 'Vietnam', 'Myanmar', 'Thailand', 'Brunei']	[1.0, 2.147523270323859e-10, 5.886270637578406e-12, 2.5142675745399957e-23, 1.7378531052048234e-30]	1PY7jonek-xMdXttU05x8A
Myanmar	['Laos', 'Vietnam', 'Myanmar', 'Thailand', 'Brunei']	[1.0, 1.903380441269347e-14, 1.1392137547522937e-27, 5.424150576773323e-29, 8.718078533663088e-35]	hX0F_TvzF_QwOdKjQd0SoA
Myanmar	['Vietnam', 'Thailand', 'Laos', 'Myanmar', 'China']	[1.0, 1.55292381011422e-23, 4.014750297979361e-25, 7.986610298356816e-30, 1.8014396399025712e-35]	jyuAnmDxFC_rtPjdSbHorA
Myanmar	['Vietnam', 'Laos', 'Thailand', 'Myanmar', 'China']	[1.0, 5.408107850435329e-10, 4.641584103648635e-25, 1.5574634348395004e-29, 5.605193857299268e-45]	bHygwuZCiLQGX2pq8MBwLg
Myanmar	['Laos', 'Vietnam', 'Suriname', 'Myanmar', 'Finland']	[1.0, 7.239563137787774e-30, 4.311051453398721e-37, 1.1517734506778899e-39, 0.0]	6Sj53afApK98UVAR-gaDDw
Myanmar	['Philippines', 'Myanmar', 'Laos', 'Brunei', 'El Salvador']	[0.7547637224197388, 0.2378813773393631, 0.007354867644608021, 1.589323006534471e-09, 1.2611090123570978e-11]	T-sHZ7tgixdPPVzFjZ_9sg
Myanmar	['Vietnam', 'Brunei', 'Myanmar', 'Philippines', 'Taiwan']	[1.0, 6.478030635982441e-21, 4.548768270284286e-26, 1.2473813787084063e-30, 3.583551099147377e-33]	dGDttGO939_KcQhnkXFxvQ
Myanmar	['Vietnam', 'China', 'Finland', 'Australia', 'Sweden']	[1.0, 5.105943164065323e-38, 0.0, 0.0, 0.0]	YliLTUZmhL8tqyt-c6JkCw
Myanmar	['Sri Lanka', 'Guyana', 'India', 'Brunei', 'Myanmar']	[0.9986458420753479, 0.0012030289508402348, 0.00013366031635086983, 1.1687666301440913e-05, 3.6909550544805825e-06]	fL82HlZI94ipC4uZDY4W3A
Myanmar	['Brunei', 'Guyana', 'Myanmar', 'Suriname', 'Malaysia']	[1.0, 5.160750493615751e-09, 5.4017459450751704e-14, 5.198790921682409e-15, 2.395409598351635e-15]	WS6GFnUg625XS6stKsWJMQ
Myanmar	['Laos', 'Myanmar', 'Suriname', 'Guyana', 'Brunei']	[1.0, 5.1986872584564026e-09, 5.130668025848939e-13, 2.200455112165601e-18, 1.0816290580390704e-30]	4oEDlFA2FHk6jUTmeDcyoA
Myanmar	['Vietnam', 'Myanmar', 'Laos', 'China', 'Australia']	[1.0, 5.672503456073811e-29, 1.6521192534511172e-32, 1.9514434523411086e-34, 0.0]	DfeJka1qKpJLd0jDVHJmEw
Myanmar	['Vietnam', 'Myanmar', 'Laos', 'Finland', 'Australia']	[1.0, 7.045456257235405e-34, 1.4633585429311226e-36, 0.0, 0.0]	7-8p8LsOqg-X9lCAAgh_WQ
Myanmar	['Tanzania', 'Ethiopia', 'Ecuador', 'Ghana', 'Senegal']	[0.9999997615814209, 1.9159237751864566e-07, 2.87366218999474e-23, 1.0297454202009464e-23, 2.97327712968175e-29]	Tj8-RUhYQpEgsdnWMJQU_w
Myanmar	['Vietnam', 'India', 'Myanmar', 'Sri Lanka', 'Malaysia']	[1.0, 2.6356254992442103e-29, 1.058215373480296e-29, 8.621450257754981e-33, 5.070007694964819e-34]	eNqR-KqehVnO45mpwunrfQ
Myanmar	['Tanzania', 'Ecuador', 'Brunei', 'Sri Lanka', 'Guatemala']	[0.9999996423721313, 3.653803162251279e-07, 1.6553688197973315e-08, 6.852546974300822e-09, 6.270832741961385e-10]	rso4nU1zigfW1GgQoe86Ww
Myanmar	['Vietnam', 'Laos', 'Myanmar', 'Bangladesh', 'Suriname']	[1.0, 2.5837586292709602e-08, 7.937487334075399e-10, 1.7786732204687663e-28, 6.508538109729333e-39]	YbEESI4ESAp_v83PBTPZ8A
Myanmar	['Laos', 'Vietnam', 'Myanmar', 'Suriname', 'Thailand']	[1.0, 2.062507602275639e-23, 5.085764083691378e-31, 2.015356136303522e-34, 1.7836726820510414e-37]	Xhe6blKGMMe-rnH4SR8T2A
Myanmar	['Vietnam', 'Laos', 'Myanmar', 'China', 'Nepal']	[1.0, 2.1696196678437293e-14, 2.844992573126569e-27, 2.613855569561897e-31, 1.401298464324817e-45]	kui3_eskcAkiv_urGPJTJg
Myanmar	['Vietnam', 'Laos', 'Thailand', 'Myanmar', 'China']	[0.9999270439147949, 7.294095848919824e-05, 4.101601328541926e-13, 6.948339960704888e-30, 5.294823744624466e-35]	UZ388jGn4dLVUlROjpKiHA
